topic,message_type,bag_time_ns,bag_time_s,time_from_start_s,header_time_ns,header_time_s,z
/kiss/odometry,nav_msgs/msg/Odometry,1784323019038878077,1784323019.038877964,8.414419786,1784136757950163734,1784136757.950163603,0.000016100898
/spool_cable_odom,nav_msgs/msg/Odometry,1784323019124391721,1784323019.124391794,8.499933430,1784136757731761757,1784136757.731761694,0.000000000000
/kiss/odometry,nav_msgs/msg/Odometry,1784323019163014513,1784323019.163014412,8.538556222,1784136758050143258,1784136758.050143242,-0.000006516125
/spool_cable_odom,nav_msgs/msg/Odometry,1784323019249402744,1784323019.249402523,8.624944453,1784136757831756413,1784136757.831756353,0.000000000000
/kiss/odometry,nav_msgs/msg/Odometry,1784323019286755921,1784323019.286755800,8.662297630,1784136758150115670,1784136758.150115490,0.000005875636
/spool_cable_odom,nav_msgs/msg/Odometry,1784323019374930142,1784323019.374930143,8.750471851,1784136757931893272,1784136757.931893349,0.000000000000
/kiss/odometry,nav_msgs/msg/Odometry,1784323019411085321,1784323019.411085367,8.786627030,1784136758250362377,1784136758.250362396,-0.000000024356
/spool_cable_odom,nav_msgs/msg/Odometry,1784323019499588781,1784323019.499588966,8.875130490,1784136758031772987,1784136758.031772852,0.000000000000
/kiss/odometry,nav_msgs/msg/Odometry,1784323019540617828,1784323019.540617704,8.916159537,1784136758350083085,1784136758.350083113,-0.000046896622
/spool_cable_odom,nav_msgs/msg/Odometry,1784323019625236566,1784323019.625236511,9.000778275,1784136758131782258,1784136758.131782055,0.000000000000
/kiss/odometry,nav_msgs/msg/Odometry,1784323019660009405,1784323019.660009384,9.035551114,1784136758450179417,1784136758.450179338,-0.000083805414
/spool_cable_odom,nav_msgs/msg/Odometry,1784323019750847602,1784323019.750847578,9.126389311,1784136758231703989,1784136758.231703997,0.000000000000
/kiss/odometry,nav_msgs/msg/Odometry,1784323019791916949,1784323019.791917086,9.167458658,1784136758549985866,1784136758.549985886,-0.000005418848
/spool_cable_odom,nav_msgs/msg/Odometry,1784323019873679544,1784323019.873679638,9.249221253,1784136758331699984,1784136758.331700087,0.000000000000
/kiss/odometry,nav_msgs/msg/Odometry,1784323019918824983,1784323019.918824911,9.294366692,1784136758650170233,1784136758.650170088,0.000039031439
/spool_cable_odom,nav_msgs/msg/Odometry,1784323019998823889,1784323019.998823881,9.374365598,1784136758431767872,1784136758.431767702,0.000000000000
/kiss/odometry,nav_msgs/msg/Odometry,1784323020029908042,1784323020.029907942,9.405449751,1784136758750029276,1784136758.750029325,-0.000055657745
/spool_cable_odom,nav_msgs/msg/Odometry,1784323020123310920,1784323020.123310804,9.498852629,1784136758531699880,1784136758.531699896,0.000000000000
/kiss/odometry,nav_msgs/msg/Odometry,1784323020161479483,1784323020.161479473,9.537021192,1784136758850198928,1784136758.850198984,-0.000107570593
/spool_cable_odom,nav_msgs/msg/Odometry,1784323020250102041,1784323020.250102043,9.625643750,1784136758631702767,1784136758.631702900,0.000000000000
/kiss/odometry,nav_msgs/msg/Odometry,1784323020299639530,1784323020.299639463,9.675181239,1784136758950147707,1784136758.950147629,-0.000032775950
/spool_cable_odom,nav_msgs/msg/Odometry,1784323020374829067,1784323020.374829054,9.750370776,1784136758731687584,1784136758.731687784,0.000000000000
/kiss/odometry,nav_msgs/msg/Odometry,1784323020410268025,1784323020.410267830,9.785809734,1784136759050070292,1784136759.050070286,-0.000105962238
/spool_cable_odom,nav_msgs/msg/Odometry,1784323020500564666,1784323020.500564814,9.876106375,1784136758831778584,1784136758.831778526,0.000000000000
/kiss/odometry,nav_msgs/msg/Odometry,1784323020531817217,1784323020.531817198,9.907358926,1784136759150181093,1784136759.150181055,-0.000103980406
/spool_cable_odom,nav_msgs/msg/Odometry,1784323020624881042,1784323020.624881268,10.000422751,1784136758931775660,1784136758.931775808,0.000000000000
/kiss/odometry,nav_msgs/msg/Odometry,1784323020646351689,1784323020.646351576,10.021893398,1784136759250106197,1784136759.250106096,-0.000162820349
/spool_cable_odom,nav_msgs/msg/Odometry,1784323020750062784,1784323020.750062943,10.125604493,1784136759031651469,1784136759.031651497,0.000000000000
/spool_cable_odom,nav_msgs/msg/Odometry,1784323020874317204,1784323020.874317408,10.249858913,1784136759131755106,1784136759.131755114,-0.000000000000
/spool_cable_odom,nav_msgs/msg/Odometry,1784323020999829136,1784323020.999829292,10.375370845,1784136759231830181,1784136759.231830359,-0.000000000000
/spool_cable_odom,nav_msgs/msg/Odometry,1784323021125833490,1784323021.125833511,10.501375199,1784136759331735211,1784136759.331735373,-0.000000000000
/spool_cable_odom,nav_msgs/msg/Odometry,1784323021253082451,1784323021.253082275,10.628624160,1784136759431743346,1784136759.431743145,-0.000000000000
/spool_cable_odom,nav_msgs/msg/Odometry,1784323021374719291,1784323021.374719143,10.750261000,1784136759531788668,1784136759.531788588,-0.000000000000
/spool_cable_odom,nav_msgs/msg/Odometry,1784323021508690093,1784323021.508690119,10.884231802,1784136759631559084,1784136759.631559134,0.000000000000
